timestamp,municipality_id,usage,total_capacity
2017-06-19 14:32:03,2,626,697
2017-06-19 14:32:03,6,1394,3113
2017-06-19 14:32:03,5,165,587
2017-06-19 14:58:03,4,2844,3893
2017-06-19 14:58:03,3,1361,1930
2017-06-19 14:58:03,9,776,1332
2017-06-19 14:58:03,5,153,587
2017-06-19 14:58:03,0,766,2813
2017-06-19 14:58:03,8,1294,2947
2017-06-19 14:58:03,2,598,697
2017-06-19 14:58:03,7,1365,2019
2017-06-19 14:58:03,1,353,397
2017-06-19 14:58:03,6,1358,3113
2017-06-19 15:32:05,5,136,587
2017-06-19 15:32:05,7,1260,2019
2017-06-19 15:32:05,8,1225,2947
2017-06-19 15:32:05,6,1261,3113
2017-06-19 15:32:05,3,1284,1930
2017-06-19 15:32:05,4,2684,3893
2017-06-19 15:32:05,2,541,697
2017-06-19 15:32:05,1,336,397
2017-06-19 15:32:05,9,728,1332
2017-06-19 15:32:05,0,738,2813
2017-06-19 15:59:01,0,709,2813
2017-06-19 15:59:01,3,1186,1930
2017-06-19 15:59:01,1,317,397
2017-06-19 15:59:01,4,2512,3893
2017-06-19 15:59:01,8,1170,2947
2017-06-19 15:59:01,2,508,697
2017-06-19 15:59:01,9,703,1332
2017-06-19 15:59:01,7,1202,2019
2017-06-19 15:59:01,5,126,587
2017-06-19 15:59:01,6,1210,3113
2017-06-19 16:25:03,5,119,587
2017-06-19 16:25:03,8,1093,2947
2017-06-19 16:25:03,4,2231,3893
2017-06-19 16:25:03,2,486,697
2017-06-19 16:25:03,9,656,1332
2017-06-19 16:25:03,7,1133,2019
2017-06-19 16:25:03,6,1161,3113
2017-06-19 16:25:03,0,668,2813
2017-06-19 16:25:03,3,1037,1930
2017-06-19 16:25:03,1,289,397
2017-06-22 07:59:45,8,358,2947
2017-06-22 07:59:45,3,279,1930
2017-06-22 07:59:45,2,260,697
2017-06-22 07:59:45,9,302,1332
2017-06-22 07:59:45,7,553,2019
2017-06-22 07:59:45,6,513,3113
2017-06-22 07:59:45,1,61,397
2017-06-22 07:59:45,4,481,3893
2017-06-22 07:59:45,0,79,2813
2017-06-22 07:59:45,5,66,587
2017-06-22 08:26:46,2,264,697
2017-06-22 08:26:46,1,66,397
2017-06-22 08:26:46,5,68,587
2017-06-22 08:26:46,0,84,2813
2017-06-22 08:26:46,4,525,3893
2017-06-22 08:26:46,6,520,3113
2017-06-22 08:26:46,9,311,1332
2017-06-22 08:26:46,7,566,2019
2017-06-22 08:26:46,3,297,1930
2017-06-22 08:26:46,8,371,2947
2017-06-22 08:59:44,7,611,2019
2017-06-22 08:59:44,9,334,1332
2017-06-22 08:59:44,4,609,3893
2017-06-22 08:59:44,2,286,697
2017-06-22 08:59:44,3,350,1930
2017-06-22 08:59:44,8,401,2947
2017-06-22 08:59:44,6,544,3113
2017-06-22 08:59:44,5,81,587
2017-06-22 08:59:44,0,106,2813
2017-06-22 08:59:44,1,83,397
2017-06-22 09:26:47,7,668,2019
2017-06-22 09:26:47,8,428,2947
2017-06-22 09:26:47,6,592,3113
2017-06-22 09:26:47,5,102,587
2017-06-22 09:26:47,2,310,697
2017-06-22 09:26:47,1,98,397
2017-06-22 09:26:47,3,389,1930
2017-06-22 09:26:47,4,681,3893
2017-06-22 09:26:47,0,135,2813
2017-06-22 09:26:47,9,367,1332
2017-06-22 09:59:44,0,186,2813
2017-06-22 09:59:44,3,470,1930
2017-06-22 09:59:44,9,412,1332
2017-06-22 09:59:44,5,139,587
2017-06-22 09:59:44,1,128,397
2017-06-22 09:59:44,2,326,697
2017-06-22 09:59:44,8,471,2947
2017-06-22 09:59:44,4,787,3893
2017-06-22 09:59:44,6,632,3113
2017-06-22 09:59:44,7,729,2019
2017-06-22 10:26:47,6,669,3113
2017-06-22 10:26:47,7,774,2019
2017-06-22 10:26:47,9,439,1332
2017-06-22 10:26:47,0,220,2813
2017-06-22 10:26:47,3,505,1930
2017-06-22 10:26:47,5,165,587
2017-06-22 10:26:47,2,344,697
2017-06-22 10:26:47,8,503,2947
2017-06-22 10:26:47,1,146,397
2017-06-22 10:26:47,4,856,3893
2017-06-22 10:59:47,1,187,397
2017-06-22 10:59:47,8,572,2947
2017-06-22 10:59:47,4,976,3893
2017-06-22 10:59:47,7,846,2019
2017-06-22 10:59:47,0,291,2813
2017-06-22 10:59:47,6,719,3113
2017-06-22 10:59:47,9,496,1332
2017-06-22 10:59:47,3,572,1930
2017-06-22 10:59:47,2,359,697
2017-06-22 10:59:47,5,207,587
2017-06-22 11:32:43,1,227,397
2017-06-22 11:32:43,2,368,697
2017-06-22 11:32:43,4,1063,3893
2017-06-22 11:32:43,5,248,587
2017-06-22 11:32:43,8,629,2947
2017-06-22 11:32:43,3,609,1930
2017-06-22 11:32:43,9,566,1332
2017-06-22 11:32:43,6,769,3113
2017-06-22 11:32:43,0,362,2813
2017-06-22 11:32:43,7,925,2019
2017-06-22 11:59:46,7,988,2019
2017-06-22 11:59:46,2,393,697
2017-06-22 11:59:46,3,651,1930
2017-06-22 11:59:46,6,817,3113
2017-06-22 11:59:46,4,1141,3893
2017-06-22 11:59:46,0,421,2813
2017-06-22 11:59:46,8,684,2947
2017-06-22 11:59:46,9,604,1332
2017-06-22 11:59:46,1,259,397
2017-06-22 11:59:46,5,270,587
2017-06-22 12:32:47,6,887,3113
2017-06-22 12:32:47,3,704,1930
2017-06-22 12:32:47,9,684,1332
2017-06-22 12:32:47,2,425,697
2017-06-22 12:32:47,4,1221,3893
2017-06-22 12:32:47,5,333,587
2017-06-22 12:32:47,0,508,2813
2017-06-22 12:32:47,8,761,2947
2017-06-22 12:32:47,1,311,397
2017-06-22 12:32:47,7,1100,2019
2017-06-22 12:59:47,5,368,587
2017-06-22 12:59:47,1,343,397
2017-06-22 12:59:47,0,558,2813
2017-06-22 12:59:47,4,1313,3893
2017-06-22 12:59:47,2,448,697
2017-06-22 12:59:47,9,753,1332
2017-06-22 12:59:47,8,810,2947
2017-06-22 12:59:47,7,1192,2019
2017-06-22 12:59:47,3,755,1930
2017-06-22 12:59:47,6,943,3113
2017-06-22 13:32:43,9,813,1332
2017-06-22 13:32:43,1,353,397
2017-06-22 13:32:43,4,1356,3893
2017-06-22 13:32:43,3,790,1930
2017-06-22 13:32:43,7,1285,2019
2017-06-22 13:32:43,8,844,2947
2017-06-22 13:32:43,6,1006,3113
2017-06-22 13:32:43,0,579,2813
2017-06-22 13:32:43,5,389,587
2017-06-22 13:32:43,2,481,697
2017-06-22 13:59:48,8,821,2947
2017-06-22 13:59:48,9,820,1332
2017-06-22 13:59:48,5,417,587
2017-06-22 13:59:48,0,564,2813
2017-06-22 13:59:48,2,498,697
2017-06-22 13:59:48,4,1337,3893
2017-06-22 13:59:48,7,1309,2019
2017-06-22 13:59:48,1,336,397
2017-06-22 13:59:48,3,788,1930
2017-06-22 13:59:48,6,1025,3113
2017-06-22 14:39:47,5,439,587
2017-06-22 14:39:47,0,576,2813
2017-06-22 14:39:47,2,512,697
2017-06-22 14:39:47,4,1371,3893
2017-06-22 14:39:47,8,860,2947
2017-06-22 14:39:47,3,816,1930
2017-06-22 14:39:47,7,1363,2019
2017-06-22 14:39:47,9,860,1332
2017-06-22 14:39:47,6,1045,3113
2017-06-22 14:39:47,1,353,397
2017-06-22 14:59:48,2,519,697
2017-06-22 14:59:48,8,860,2947
2017-06-22 14:59:48,4,1363,3893
2017-06-22 14:59:48,0,573,2813
2017-06-22 14:59:48,7,1366,2019
2017-06-22 14:59:48,5,433,587
2017-06-22 14:59:48,1,352,397
2017-06-22 14:59:48,9,856,1332
2017-06-22 14:59:48,6,1057,3113
2017-06-22 14:59:48,3,804,1930
2017-06-22 15:26:49,4,1336,3893
2017-06-22 15:26:49,3,798,1930
2017-06-22 15:26:49,2,525,697
2017-06-22 15:26:49,8,873,2947
2017-06-22 15:26:49,0,563,2813
2017-06-22 15:26:49,5,412,587
2017-06-22 15:26:49,9,856,1332
2017-06-22 15:26:49,7,1372,2019
2017-06-22 15:26:49,6,1062,3113
2017-06-22 15:26:49,1,349,397
2017-06-22 15:59:47,2,520,697
2017-06-22 15:59:47,3,753,1930
2017-06-22 15:59:47,6,1086,3113
2017-06-22 15:59:47,7,1369,2019
2017-06-22 15:59:47,0,563,2813
2017-06-22 15:59:47,1,341,397
2017-06-22 15:59:47,5,393,587
2017-06-22 15:59:47,8,889,2947
2017-06-22 15:59:47,4,1271,3893
2017-06-22 15:59:47,9,858,1332
2017-06-22 16:26:47,1,313,397
2017-06-22 16:26:47,3,708,1930
2017-06-22 16:26:47,5,349,587
2017-06-22 16:26:47,6,1082,3113
2017-06-22 16:26:47,8,861,2947
2017-06-22 16:26:47,9,824,1332
2017-06-22 16:26:47,4,1183,3893
2017-06-22 16:26:47,0,545,2813
2017-06-22 16:26:47,7,1315,2019
2017-06-22 16:26:47,2,500,697
2017-06-23 07:59:48,4,528,3893
2017-06-23 07:59:48,1,76,397
2017-06-23 07:59:48,9,360,1332
2017-06-23 07:59:48,3,306,1930
2017-06-23 07:59:48,7,648,2019
2017-06-23 07:59:48,8,421,2947
2017-06-23 07:59:48,0,89,2813
2017-06-23 07:59:48,2,297,697
2017-06-23 07:59:48,6,588,3113
2017-06-23 07:59:48,5,56,587
2017-06-23 08:26:51,9,366,1332
2017-06-23 08:26:51,2,296,697
2017-06-23 08:26:51,7,653,2019
2017-06-23 08:26:51,3,312,1930
2017-06-23 08:26:51,0,96,2813
2017-06-23 08:26:51,1,82,397
2017-06-23 08:26:51,4,541,3893
2017-06-23 08:26:51,5,57,587
2017-06-23 08:26:51,8,429,2947
2017-06-23 08:26:51,6,587,3113
2017-06-23 08:59:50,8,443,2947
2017-06-23 08:59:50,4,565,3893
2017-06-23 08:59:50,3,320,1930
2017-06-23 08:59:50,0,125,2813
2017-06-23 08:59:50,1,98,397
2017-06-23 08:59:50,6,607,3113
2017-06-23 08:59:50,7,678,2019
2017-06-23 08:59:50,9,381,1332
2017-06-23 08:59:50,2,306,697
2017-06-23 08:59:50,5,60,587
2017-06-23 09:26:51,3,344,1930
2017-06-23 09:26:51,8,450,2947
2017-06-23 09:26:51,4,593,3893
2017-06-23 09:26:51,2,302,697
2017-06-23 09:26:51,5,59,587
2017-06-23 09:26:51,9,393,1332
2017-06-23 09:26:51,0,144,2813
2017-06-23 09:26:51,7,686,2019
2017-06-23 09:26:51,1,110,397
2017-06-23 09:26:51,6,606,3113
2017-06-23 09:59:52,5,63,587
2017-06-23 09:59:52,4,624,3893
2017-06-23 09:59:52,9,419,1332
2017-06-23 09:59:52,6,635,3113
2017-06-23 09:59:52,7,719,2019
2017-06-23 09:59:52,0,194,2813
2017-06-23 09:59:52,3,368,1930
2017-06-23 09:59:52,2,309,697
2017-06-23 09:59:52,8,475,2947
2017-06-23 09:59:52,1,135,397
2017-06-23 10:26:53,3,377,1930
2017-06-23 10:26:53,6,657,3113
2017-06-23 10:26:53,7,750,2019
2017-06-23 10:26:53,5,69,587
2017-06-23 10:26:53,0,250,2813
2017-06-23 10:26:53,2,316,697
2017-06-23 10:26:53,9,443,1332
2017-06-23 10:26:53,1,165,397
2017-06-23 10:26:53,4,649,3893
2017-06-23 10:26:53,8,514,2947
2017-06-23 10:59:53,3,387,1930
2017-06-23 10:59:53,8,586,2947
2017-06-23 10:59:53,1,236,397
2017-06-23 10:59:53,4,689,3893
2017-06-23 10:59:53,2,315,697
2017-06-23 10:59:53,6,689,3113
2017-06-23 10:59:53,7,836,2019
2017-06-23 10:59:53,5,89,587
2017-06-23 10:59:53,0,358,2813
2017-06-23 10:59:53,9,530,1332
2017-06-23 11:26:49,5,116,587
2017-06-23 11:26:49,9,572,1332
2017-06-23 11:26:49,4,735,3893
2017-06-23 11:26:49,0,418,2813
2017-06-23 11:26:49,2,308,697
2017-06-23 11:26:49,1,281,397
2017-06-23 11:26:49,3,423,1930
2017-06-23 11:26:49,6,677,3113
2017-06-23 11:26:49,8,609,2947
2017-06-23 11:26:49,7,871,2019
2017-06-23 11:59:50,2,311,697
2017-06-23 11:59:50,1,322,397
2017-06-23 11:59:50,8,664,2947
2017-06-23 11:59:50,3,477,1930
2017-06-23 11:59:50,7,939,2019
2017-06-23 11:59:50,6,711,3113
2017-06-23 11:59:50,5,134,587
2017-06-23 11:59:50,9,637,1332
2017-06-23 11:59:50,0,490,2813
2017-06-23 11:59:50,4,815,3893
2017-06-23 12:26:51,4,863,3893
2017-06-23 12:26:51,1,354,397
2017-06-23 12:26:51,0,535,2813
2017-06-23 12:26:51,3,517,1930
2017-06-23 12:26:51,7,1002,2019
2017-06-23 12:26:51,6,738,3113
2017-06-23 12:26:51,2,313,697
2017-06-23 12:26:51,8,717,2947
2017-06-23 12:26:51,5,153,587
2017-06-23 12:26:51,9,698,1332
2017-06-23 13:06:52,9,762,1332
2017-06-23 13:06:52,0,549,2813
2017-06-23 13:06:52,5,184,587
2017-06-23 13:06:52,2,375,697
2017-06-23 13:06:52,6,845,3113
2017-06-23 13:06:52,8,755,2947
2017-06-23 13:06:52,4,907,3893
2017-06-23 13:06:52,3,534,1930
2017-06-23 13:06:52,1,354,397
2017-06-23 13:06:52,7,1128,2019
2017-06-23 13:26:55,4,925,3893
2017-06-23 13:26:55,8,771,2947
2017-06-23 13:26:55,2,410,697
2017-06-23 13:26:55,0,538,2813
2017-06-23 13:26:55,6,881,3113
2017-06-23 13:26:55,7,1202,2019
2017-06-23 13:26:55,1,354,397
2017-06-23 13:26:55,3,542,1930
2017-06-23 13:26:55,9,801,1332
2017-06-23 13:26:55,5,201,587
2017-06-23 13:59:53,3,549,1930
2017-06-23 13:59:53,7,1291,2019
2017-06-23 13:59:53,0,522,2813
2017-06-23 13:59:53,5,224,587
2017-06-23 13:59:53,2,463,697
2017-06-23 13:59:53,6,937,3113
2017-06-23 13:59:53,1,354,397
2017-06-23 13:59:53,9,837,1332
2017-06-23 13:59:53,8,801,2947
2017-06-23 13:59:53,4,946,3893
2017-06-23 14:26:51,8,818,2947
2017-06-23 14:26:51,5,235,587
2017-06-23 14:26:51,4,943,3893
2017-06-23 14:26:51,7,1332,2019
2017-06-23 14:26:51,6,955,3113
2017-06-23 14:26:51,1,354,397
2017-06-23 14:26:51,9,856,1332
2017-06-23 14:26:51,2,485,697
2017-06-23 14:26:51,0,514,2813
2017-06-23 14:26:51,3,539,1930
2017-06-23 14:59:53,6,979,3113
2017-06-23 14:59:53,9,866,1332
2017-06-23 14:59:53,0,497,2813
2017-06-23 14:59:53,7,1369,2019
2017-06-23 14:59:53,3,535,1930
2017-06-23 14:59:53,2,512,697
2017-06-23 14:59:53,1,354,397
2017-06-23 14:59:53,8,836,2947
2017-06-23 14:59:53,4,928,3893
2017-06-23 14:59:53,5,228,587
2017-06-23 15:26:56,8,833,2947
2017-06-23 15:26:56,3,528,1930
2017-06-23 15:26:56,0,478,2813
2017-06-23 15:26:56,1,350,397
2017-06-23 15:26:56,9,843,1332
2017-06-23 15:26:56,4,909,3893
2017-06-23 15:26:56,5,224,587
2017-06-23 15:26:56,7,1323,2019
2017-06-23 15:26:56,2,489,697
2017-06-23 15:26:56,6,934,3113
2017-06-23 15:59:54,4,833,3893
2017-06-23 15:59:54,3,480,1930
2017-06-23 15:59:54,7,1227,2019
2017-06-23 15:59:54,2,471,697
2017-06-23 15:59:54,5,188,587
2017-06-23 15:59:54,8,800,2947
2017-06-23 15:59:54,1,329,397
2017-06-23 15:59:54,9,765,1332
2017-06-23 15:59:54,0,445,2813
2017-06-23 15:59:54,6,887,3113
2017-06-23 16:26:57,0,400,2813
2017-06-23 16:26:57,2,432,697
2017-06-23 16:26:57,4,756,3893
2017-06-23 16:26:57,7,1107,2019
2017-06-23 16:26:57,1,301,397
2017-06-23 16:26:57,9,684,1332
2017-06-23 16:26:57,3,448,1930
2017-06-23 16:26:57,5,159,587
2017-06-23 16:26:57,6,815,3113
2017-06-23 16:26:57,8,750,2947
2017-06-24 07:56:56,5,56,587
2017-06-24 07:56:56,2,280,697
2017-06-24 07:56:56,6,582,3113
2017-06-24 07:56:56,9,310,1332
2017-06-24 07:56:56,3,572,1930
2017-06-24 07:56:56,8,475,2947
2017-06-24 07:56:56,7,581,2019
2017-06-24 07:56:56,0,126,2813
2017-06-24 07:56:56,1,61,397
2017-06-24 07:56:56,4,1015,3893
2017-06-24 08:29:56,4,1454,3893
2017-06-24 08:29:56,1,86,397
2017-06-24 08:29:56,5,64,587
2017-06-24 08:29:56,7,670,2019
2017-06-24 08:29:56,8,647,2947
2017-06-24 08:29:56,6,690,3113
2017-06-24 08:29:56,0,198,2813
2017-06-24 08:29:56,9,358,1332
2017-06-24 08:29:56,3,727,1930
2017-06-24 08:29:56,2,321,697
2017-06-24 09:03:01,2,372,697
2017-06-24 09:03:01,3,900,1930
2017-06-24 09:03:01,4,1912,3893
2017-06-24 09:03:01,1,125,397
2017-06-24 09:03:01,6,792,3113
2017-06-24 09:03:01,9,421,1332
2017-06-24 09:03:01,0,268,2813
2017-06-24 09:03:01,8,815,2947
2017-06-24 09:03:01,5,71,587
2017-06-24 09:03:01,7,784,2019
2017-06-24 09:30:01,1,139,397
2017-06-24 09:30:01,2,390,697
2017-06-24 09:30:01,6,829,3113
2017-06-24 09:30:01,3,1021,1930
2017-06-24 09:30:01,9,447,1332
2017-06-24 09:30:01,4,2192,3893
2017-06-24 09:30:01,8,885,2947
2017-06-24 09:30:01,7,828,2019
2017-06-24 09:30:01,5,82,587
2017-06-24 09:30:01,0,291,2813
2017-06-24 09:55:57,1,154,397
2017-06-24 09:55:57,2,422,697
2017-06-24 09:55:57,4,2316,3893
2017-06-24 09:55:57,0,323,2813
2017-06-24 09:55:57,7,898,2019
2017-06-24 09:55:57,3,1083,1930
2017-06-24 09:55:57,6,893,3113
2017-06-24 09:55:57,9,485,1332
2017-06-24 09:55:57,5,96,587
2017-06-24 09:55:57,8,960,2947
2017-06-24 10:30:02,2,450,697
2017-06-24 10:30:02,6,956,3113
2017-06-24 10:30:02,8,1032,2947
2017-06-24 10:30:02,0,382,2813
2017-06-24 10:30:02,9,526,1332
2017-06-24 10:30:02,4,2437,3893
2017-06-24 10:30:02,5,123,587
2017-06-24 10:30:02,1,182,397
2017-06-24 10:30:02,3,1127,1930
2017-06-24 10:30:02,7,967,2019
2017-06-24 11:03:03,3,1146,1930
2017-06-24 11:03:03,5,146,587
2017-06-24 11:03:03,2,467,697
2017-06-24 11:03:03,4,2504,3893
2017-06-24 11:03:03,0,431,2813
2017-06-24 11:03:03,9,572,1332
2017-06-24 11:03:03,6,1000,3113
2017-06-24 11:03:03,8,1083,2947
2017-06-24 11:03:03,7,1030,2019
2017-06-24 11:03:03,1,205,397
2017-06-24 11:29:57,4,2553,3893
2017-06-24 11:29:57,1,228,397
2017-06-24 11:29:57,2,474,697
2017-06-24 11:29:57,7,1063,2019
2017-06-24 11:29:57,5,164,587
2017-06-24 11:29:57,9,598,1332
2017-06-24 11:29:57,0,480,2813
2017-06-24 11:29:57,8,1125,2947
2017-06-24 11:29:57,6,1039,3113
2017-06-24 11:29:57,3,1180,1930
2017-06-24 12:02:57,0,523,2813
2017-06-24 12:02:57,9,626,1332
2017-06-24 12:02:57,4,2601,3893
2017-06-24 12:02:57,8,1180,2947
2017-06-24 12:02:57,7,1127,2019
2017-06-24 12:02:57,6,1102,3113
2017-06-24 12:02:57,1,251,397
2017-06-24 12:02:57,5,182,587
2017-06-24 12:02:57,2,510,697
2017-06-24 12:02:57,3,1219,1930
2017-06-24 12:30:03,3,1243,1930
2017-06-24 12:30:03,0,562,2813
2017-06-24 12:30:03,6,1101,3113
2017-06-24 12:30:03,5,200,587
2017-06-24 12:30:03,2,499,697
2017-06-24 12:30:03,7,1158,2019
2017-06-24 12:30:03,8,1211,2947
2017-06-24 12:30:03,9,668,1332
2017-06-24 12:30:03,4,2632,3893
2017-06-24 12:30:03,1,281,397
2017-06-24 12:56:58,0,590,2813
2017-06-24 12:56:58,5,207,587
2017-06-24 12:56:58,2,519,697
2017-06-24 12:56:58,7,1213,2019
2017-06-24 12:56:58,8,1241,2947
2017-06-24 12:56:58,3,1256,1930
2017-06-24 12:56:58,6,1122,3113
2017-06-24 12:56:58,4,2660,3893
2017-06-24 12:56:58,1,308,397
2017-06-24 12:56:58,9,703,1332
2017-06-24 13:30:03,3,1254,1930
2017-06-24 13:30:03,2,521,697
2017-06-24 13:30:03,5,217,587
2017-06-24 13:30:03,4,2652,3893
2017-06-24 13:30:03,8,1250,2947
2017-06-24 13:30:03,9,703,1332
2017-06-24 13:30:03,0,583,2813
2017-06-24 13:30:03,7,1215,2019
2017-06-24 13:30:03,6,1111,3113
2017-06-24 13:30:03,1,310,397
2017-06-24 13:56:01,6,1102,3113
2017-06-24 13:56:01,8,1260,2947
2017-06-24 13:56:01,9,715,1332
2017-06-24 13:56:01,1,319,397
2017-06-24 13:56:01,5,228,587
2017-06-24 13:56:01,3,1251,1930
2017-06-24 13:56:01,7,1220,2019
2017-06-24 13:56:01,4,2638,3893
2017-06-24 13:56:01,0,587,2813
2017-06-24 13:56:01,2,514,697
2017-06-24 14:30:02,3,1261,1930
2017-06-24 14:30:02,4,2631,3893
2017-06-24 14:30:02,7,1192,2019
2017-06-24 14:30:02,8,1256,2947
2017-06-24 14:30:02,6,1079,3113
2017-06-24 14:30:02,1,306,397
2017-06-24 14:30:02,9,701,1332
2017-06-24 14:30:02,2,500,697
2017-06-24 14:30:02,0,562,2813
2017-06-24 14:30:02,5,224,587
2017-06-24 14:56:02,0,539,2813
2017-06-24 14:56:02,1,308,397
2017-06-24 14:56:02,8,1265,2947
2017-06-24 14:56:02,7,1190,2019
2017-06-24 14:56:02,2,492,697
2017-06-24 14:56:02,5,218,587
2017-06-24 14:56:02,6,1057,3113
2017-06-24 14:56:02,9,707,1332
2017-06-24 14:56:02,4,2604,3893
2017-06-24 14:56:02,3,1248,1930
2017-06-24 15:32:59,9,662,1332
2017-06-24 15:32:59,3,1205,1930
2017-06-24 15:32:59,6,1005,3113
2017-06-24 15:32:59,7,1132,2019
2017-06-24 15:32:59,4,2471,3893
2017-06-24 15:32:59,5,218,587
2017-06-24 15:32:59,2,479,697
2017-06-24 15:32:59,1,285,397
2017-06-24 15:32:59,8,1224,2947
2017-06-24 15:32:59,0,485,2813
2017-06-24 16:00:04,1,272,397
2017-06-24 16:00:04,8,1147,2947
2017-06-24 16:00:04,4,2323,3893
2017-06-24 16:00:04,6,942,3113
2017-06-24 16:00:04,5,201,587
2017-06-24 16:00:04,3,1120,1930
2017-06-24 16:00:04,9,628,1332
2017-06-24 16:00:04,0,447,2813
2017-06-24 16:00:04,7,1078,2019
2017-06-24 16:00:04,2,459,697
2017-06-24 16:33:03,7,972,2019
2017-06-24 16:33:03,5,184,587
2017-06-24 16:33:03,3,975,1930
2017-06-24 16:33:03,0,386,2813
2017-06-24 16:33:03,4,2043,3893
2017-06-24 16:33:03,6,852,3113
2017-06-24 16:33:03,1,238,397
2017-06-24 16:33:03,8,1022,2947
2017-06-24 16:33:03,2,416,697
2017-06-24 16:33:03,9,565,1332
2017-06-25 08:00:03,5,63,587
2017-06-25 08:00:03,8,594,2947
2017-06-25 08:00:03,3,556,1930
2017-06-25 08:00:03,0,197,2813
2017-06-25 08:00:03,4,1028,3893
2017-06-25 08:00:03,6,627,3113
2017-06-25 08:00:03,7,686,2019
2017-06-25 08:00:03,9,409,1332
2017-06-25 08:00:03,1,127,397
2017-06-25 08:00:03,2,286,697
2017-06-25 08:26:08,5,64,587
2017-06-25 08:26:08,0,268,2813
2017-06-25 08:26:08,1,142,397
2017-06-25 08:26:08,6,721,3113
2017-06-25 08:26:08,4,1380,3893
2017-06-25 08:26:08,3,674,1930
2017-06-25 08:26:08,7,741,2019
2017-06-25 08:26:08,9,436,1332
2017-06-25 08:26:08,8,721,2947
2017-06-25 08:26:08,2,314,697
2017-06-25 09:00:03,6,837,3113
2017-06-25 09:00:03,8,929,2947
2017-06-25 09:00:03,0,342,2813
2017-06-25 09:00:03,9,498,1332
2017-06-25 09:00:03,1,174,397
2017-06-25 09:00:03,4,1868,3893
2017-06-25 09:00:03,7,849,2019
2017-06-25 09:00:03,5,91,587
2017-06-25 09:00:03,2,360,697
2017-06-25 09:00:03,3,850,1930
2017-06-25 09:19:19,9,540,1332
2017-06-25 09:19:19,8,1007,2947
2017-06-25 09:19:19,0,382,2813
2017-06-25 09:19:19,1,196,397
2017-06-25 09:19:19,7,931,2019
2017-06-25 09:19:19,6,911,3113
2017-06-25 09:19:19,3,932,1930
2017-06-25 09:19:19,2,400,697
2017-06-25 09:19:19,5,104,587
2017-06-25 09:19:19,4,2083,3893
2017-06-25 09:56:19,3,1074,1930
2017-06-25 09:56:19,5,138,587
2017-06-25 09:56:19,9,607,1332
2017-06-25 09:56:19,6,1005,3113
2017-06-25 09:56:19,2,453,697
2017-06-25 09:56:19,4,2402,3893
2017-06-25 09:56:19,7,1051,2019
2017-06-25 09:56:19,1,227,397
2017-06-25 09:56:19,8,1136,2947
2017-06-25 09:56:19,0,431,2813
2017-06-25 10:29:19,1,244,397
2017-06-25 10:29:19,4,2559,3893
2017-06-25 10:29:19,5,182,587
2017-06-25 10:29:19,2,480,697
2017-06-25 10:29:19,3,1144,1930
2017-06-25 10:29:19,6,1085,3113
2017-06-25 10:29:19,0,489,2813
2017-06-25 10:29:19,7,1113,2019
2017-06-25 10:29:19,8,1216,2947
2017-06-25 10:29:19,9,642,1332
2017-06-25 10:56:23,7,1168,2019
2017-06-25 10:56:23,4,2634,3893
2017-06-25 10:56:23,8,1265,2947
2017-06-25 10:56:23,2,496,697
2017-06-25 10:56:23,0,539,2813
2017-06-25 10:56:23,3,1168,1930
2017-06-25 10:56:23,1,272,397
2017-06-25 10:56:23,9,681,1332
2017-06-25 10:56:23,6,1126,3113
2017-06-25 10:56:23,5,211,587
2017-06-25 11:29:22,8,1324,2947
2017-06-25 11:29:22,1,306,397
2017-06-25 11:29:22,6,1193,3113
2017-06-25 11:29:22,3,1199,1930
2017-06-25 11:29:22,0,605,2813
2017-06-25 11:29:22,7,1258,2019
2017-06-25 11:29:22,2,525,697
2017-06-25 11:29:22,5,258,587
2017-06-25 11:29:22,4,2684,3893
2017-06-25 11:29:22,9,742,1332
2017-06-25 12:02:23,7,1324,2019
2017-06-25 12:02:23,0,678,2813
2017-06-25 12:02:23,9,793,1332
2017-06-25 12:02:23,5,299,587
2017-06-25 12:02:23,3,1214,1930
2017-06-25 12:02:23,6,1243,3113
2017-06-25 12:02:23,1,346,397
2017-06-25 12:02:23,2,540,697
2017-06-25 12:02:23,8,1395,2947
2017-06-25 12:02:23,4,2741,3893
2017-06-25 12:29:21,7,1345,2019
2017-06-25 12:29:21,6,1258,3113
2017-06-25 12:29:21,3,1229,1930
2017-06-25 12:29:21,9,804,1332
2017-06-25 12:29:21,5,312,587
2017-06-25 12:29:21,0,689,2813
2017-06-25 12:29:21,2,550,697
2017-06-25 12:29:21,8,1403,2947
2017-06-25 12:29:21,4,2767,3893
2017-06-25 12:29:21,1,353,397
2017-06-25 13:03:20,5,340,587
2017-06-25 13:03:20,8,1395,2947
2017-06-25 13:03:20,6,1286,3113
2017-06-25 13:03:20,4,2797,3893
2017-06-25 13:03:20,9,808,1332
2017-06-25 13:03:20,1,352,397
2017-06-25 13:03:20,3,1253,1930
2017-06-25 13:03:20,2,574,697
2017-06-25 13:03:20,7,1373,2019
2017-06-25 13:03:20,0,689,2813
2017-06-25 13:29:24,3,1251,1930
2017-06-25 13:29:24,2,583,697
2017-06-25 13:29:24,5,354,587
2017-06-25 13:29:24,1,352,397
2017-06-25 13:29:24,4,2786,3893
2017-06-25 13:29:24,0,687,2813
2017-06-25 13:29:24,9,814,1332
2017-06-25 13:29:24,8,1409,2947
